Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,Attend.,Arena,Notes
Thu Feb 2 2023,7:00p,Los Angeles Lakers,112,Indiana Pacers,111,,17274,Gainbridge Fieldhouse,
Thu Feb 2 2023,7:30p,Memphis Grizzlies,113,Cleveland Cavaliers,128,,19432,Rocket Mortgage Fieldhouse,
Thu Feb 2 2023,7:30p,Miami Heat,104,New York Knicks,106,,19044,Madison Square Garden (IV),
Thu Feb 2 2023,8:00p,Charlotte Hornets,98,Chicago Bulls,114,,20072,United Center,
Thu Feb 2 2023,8:30p,New Orleans Pelicans,106,Dallas Mavericks,111,,19670,American Airlines Center,
Thu Feb 2 2023,9:00p,Golden State Warriors,117,Denver Nuggets,134,,19555,Ball Arena,
Thu Feb 2 2023,10:00p,Los Angeles Clippers,105,Milwaukee Bucks,106,,17341,Fiserv Forum,
Fri Feb 3 2023,7:00p,Charlotte Hornets,112,Detroit Pistons,118,,18007,Little Caesars Arena,
Fri Feb 3 2023,7:00p,Sacramento Kings,104,Indiana Pacers,107,,17274,Gainbridge Fieldhouse,
Fri Feb 3 2023,7:00p,Portland Trail Blazers,124,Washington Wizards,116,,20476,Capital One Arena,
Fri Feb 3 2023,7:30p,Phoenix Suns,106,Boston Celtics,94,,19156,TD Garden,
Fri Feb 3 2023,8:00p,Toronto Raptors,117,Houston Rockets,111,,16585,Toyota Center,
Fri Feb 3 2023,8:00p,Orlando Magic,127,Minnesota Timberwolves,120,,17136,Target Center,
Fri Feb 3 2023,8:00p,Philadelphia 76ers,137,San Antonio Spurs,125,,15252,AT&T Center,
Fri Feb 3 2023,9:00p,Atlanta Hawks,115,Utah Jazz,108,,18206,Vivint Arena,
Sat Feb 4 2023,6:00p,Washington Wizards,123,Brooklyn Nets,125,,17732,Barclays Center,
Sat Feb 4 2023,6:00p,Los Angeles Lakers,126,New Orleans Pelicans,131,,18886,Smoothie King Center,
Sat Feb 4 2023,7:00p,Phoenix Suns,116,Detroit Pistons,100,,19788,Little Caesars Arena,
Sat Feb 4 2023,7:00p,Los Angeles Clippers,134,New York Knicks,128,OT,19812,Madison Square Garden (IV),
Sat Feb 4 2023,8:00p,Portland Trail Blazers,121,Chicago Bulls,129,,20135,United Center,
Sat Feb 4 2023,8:00p,Miami Heat,115,Milwaukee Bucks,123,,18008,Fiserv Forum,
Sat Feb 4 2023,8:00p,Houston Rockets,121,Oklahoma City Thunder,153,,16994,Paycom Center,
Sat Feb 4 2023,8:30p,Dallas Mavericks,113,Golden State Warriors,119,,18064,Chase Center,
Sat Feb 4 2023,9:00p,Atlanta Hawks,108,Denver Nuggets,128,,19630,Ball Arena,
Sun Feb 5 2023,1:00p,Orlando Magic,119,Charlotte Hornets,113,,18510,Spectrum Center,
Sun Feb 5 2023,5:00p,Cleveland Cavaliers,122,Indiana Pacers,103,,17274,Gainbridge Fieldhouse,
Sun Feb 5 2023,6:00p,Toronto Raptors,106,Memphis Grizzlies,103,,17794,FedEx Forum,
Sun Feb 5 2023,6:00p,Philadelphia 76ers,97,New York Knicks,108,,17586,Madison Square Garden (IV),
Sun Feb 5 2023,7:00p,Denver Nuggets,98,Minnesota Timberwolves,128,,17136,Target Center,
Sun Feb 5 2023,7:00p,Sacramento Kings,104,New Orleans Pelicans,136,,17779,Smoothie King Center,
Mon Feb 6 2023,7:00p,Boston Celtics,111,Detroit Pistons,99,,17933,Little Caesars Arena,
Mon Feb 6 2023,7:00p,Cleveland Cavaliers,114,Washington Wizards,91,,16744,Capital One Arena,
Mon Feb 6 2023,7:30p,Los Angeles Clippers,124,Brooklyn Nets,116,,16981,Barclays Center,
Mon Feb 6 2023,8:00p,San Antonio Spurs,104,Chicago Bulls,128,,19291,United Center,
Mon Feb 6 2023,8:00p,Sacramento Kings,140,Houston Rockets,120,,15405,Toyota Center,
Mon Feb 6 2023,9:00p,Dallas Mavericks,124,Utah Jazz,111,,18206,Vivint Arena,
Mon Feb 6 2023,10:00p,Oklahoma City Thunder,114,Golden State Warriors,141,,18064,Chase Center,
Mon Feb 6 2023,10:00p,Milwaukee Bucks,127,Portland Trail Blazers,108,,18110,Moda Center,
Tue Feb 7 2023,7:00p,New York Knicks,102,Orlando Magic,98,,19438,Amway Center,
Tue Feb 7 2023,7:30p,Phoenix Suns,116,Brooklyn Nets,112,,17093,Barclays Center,
Tue Feb 7 2023,7:30p,Atlanta Hawks,107,New Orleans Pelicans,116,,16669,Smoothie King Center,
Tue Feb 7 2023,8:00p,Chicago Bulls,89,Memphis Grizzlies,104,,17012,FedEx Forum,
Tue Feb 7 2023,9:00p,Minnesota Timberwolves,112,Denver Nuggets,146,,18307,Ball Arena,
Tue Feb 7 2023,10:00p,Oklahoma City Thunder,133,Los Angeles Lakers,130,,18997,Crypto.com Arena,
Wed Feb 8 2023,7:00p,Detroit Pistons,85,Cleveland Cavaliers,113,,19432,Rocket Mortgage Fieldhouse,
Wed Feb 8 2023,7:00p,Charlotte Hornets,104,Washington Wizards,118,,16097,Capital One Arena,
Wed Feb 8 2023,7:30p,Philadelphia 76ers,99,Boston Celtics,106,,19156,TD Garden,
Wed Feb 8 2023,7:30p,Indiana Pacers,111,Miami Heat,116,,19600,FTX Arena,
Wed Feb 8 2023,7:30p,San Antonio Spurs,98,Toronto Raptors,112,,19800,Scotiabank Arena,
Wed Feb 8 2023,8:00p,Sacramento Kings,130,Houston Rockets,128,,15881,Toyota Center,
Wed Feb 8 2023,9:00p,Minnesota Timberwolves,143,Utah Jazz,118,,18206,Vivint Arena,
Wed Feb 8 2023,10:00p,Dallas Mavericks,110,Los Angeles Clippers,104,,18377,Crypto.com Arena,
Wed Feb 8 2023,10:00p,Golden State Warriors,122,Portland Trail Blazers,125,,18450,Moda Center,
Thu Feb 9 2023,7:00p,Denver Nuggets,104,Orlando Magic,115,,18846,Amway Center,
Thu Feb 9 2023,7:30p,Phoenix Suns,107,Atlanta Hawks,116,,17003,State Farm Arena,
Thu Feb 9 2023,7:30p,Chicago Bulls,105,Brooklyn Nets,116,,16938,Barclays Center,
Thu Feb 9 2023,10:00p,Milwaukee Bucks,115,Los Angeles Lakers,106,,18997,Crypto.com Arena,
Fri Feb 10 2023,7:00p,San Antonio Spurs,131,Detroit Pistons,138,2OT,17899,Little Caesars Arena,
Fri Feb 10 2023,7:00p,Phoenix Suns,117,Indiana Pacers,104,,16522,Gainbridge Fieldhouse,
Fri Feb 10 2023,7:00p,New York Knicks,108,Philadelphia 76ers,119,,21057,Wells Fargo Center,
Fri Feb 10 2023,7:30p,Charlotte Hornets,116,Boston Celtics,127,,19156,TD Garden,
Fri Feb 10 2023,7:30p,Utah Jazz,122,Toronto Raptors,116,,19800,Scotiabank Arena,
Fri Feb 10 2023,8:00p,Minnesota Timberwolves,107,Memphis Grizzlies,128,,17794,FedEx Forum,
Fri Feb 10 2023,8:00p,Houston Rockets,95,Miami Heat,97,,19600,FTX Arena,
Fri Feb 10 2023,10:00p,Cleveland Cavaliers,118,New Orleans Pelicans,107,,16398,Smoothie King Center,
Fri Feb 10 2023,10:00p,Oklahoma City Thunder,138,Portland Trail Blazers,129,,19424,Moda Center,
Fri Feb 10 2023,10:00p,Dallas Mavericks,122,Sacramento Kings,114,,18111,Golden 1 Center,
Fri Feb 10 2023,10:30p,Milwaukee Bucks,119,Los Angeles Clippers,106,,16614,Crypto.com Arena,
Sat Feb 11 2023,6:00p,Philadelphia 76ers,101,Brooklyn Nets,98,,17732,Barclays Center,
Sat Feb 11 2023,7:00p,Denver Nuggets,119,Charlotte Hornets,105,,19256,Spectrum Center,
Sat Feb 11 2023,7:00p,Miami Heat,107,Orlando Magic,103,OT,18223,Amway Center,
Sat Feb 11 2023,7:00p,Indiana Pacers,113,Washington Wizards,127,,18387,Capital One Arena,
Sat Feb 11 2023,7:30p,San Antonio Spurs,106,Atlanta Hawks,125,,17875,State Farm Arena,
Sat Feb 11 2023,7:30p,Utah Jazz,120,New York Knicks,126,,19339,Madison Square Garden (IV),
Sat Feb 11 2023,8:00p,Chicago Bulls,89,Cleveland Cavaliers,97,,19432,Rocket Mortgage Fieldhouse,
Sat Feb 11 2023,8:30p,Los Angeles Lakers,109,Golden State Warriors,103,,18064,Chase Center,
Sat Feb 11 2023,10:00p,Dallas Mavericks,128,Sacramento Kings,133,OT,18111,Golden 1 Center,
Sun Feb 12 2023,2:00p,Memphis Grizzlies,109,Boston Celtics,119,,19156,TD Garden,
Sun Feb 12 2023,3:00p,Detroit Pistons,118,Toronto Raptors,119,,19800,Scotiabank Arena,
Mon Feb 13 2023,7:00p,Atlanta Hawks,138,Charlotte Hornets,144,,14078,Spectrum Center,
Mon Feb 13 2023,7:00p,San Antonio Spurs,109,Cleveland Cavaliers,117,,19432,Rocket Mortgage Fieldhouse,
Mon Feb 13 2023,7:00p,Utah Jazz,123,Indiana Pacers,117,,15004,Gainbridge Fieldhouse,
Mon Feb 13 2023,7:00p,Houston Rockets,104,Philadelphia 76ers,123,,19850,Wells Fargo Center,
Mon Feb 13 2023,7:30p,Denver Nuggets,112,Miami Heat,108,,19755,FTX Arena,
Mon Feb 13 2023,7:30p,Brooklyn Nets,106,New York Knicks,124,,19812,Madison Square Garden (IV),
Mon Feb 13 2023,8:00p,Orlando Magic,100,Chicago Bulls,91,,20767,United Center,
Mon Feb 13 2023,8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,100,,14920,Paycom Center,
Mon Feb 13 2023,8:30p,Minnesota Timberwolves,124,Dallas Mavericks,121,,20325,American Airlines Center,
Mon Feb 13 2023,10:00p,Washington Wizards,126,Golden State Warriors,135,,18064,Chase Center,
Mon Feb 13 2023,10:00p,Los Angeles Lakers,115,Portland Trail Blazers,127,,18299,Moda Center,
Tue Feb 14 2023,7:30p,Boston Celtics,125,Milwaukee Bucks,131,OT,17623,Fiserv Forum,
Tue Feb 14 2023,7:30p,Orlando Magic,113,Toronto Raptors,123,,19800,Scotiabank Arena,
Tue Feb 14 2023,9:00p,Sacramento Kings,109,Phoenix Suns,120,,17071,Footprint Center,
Tue Feb 14 2023,10:00p,Golden State Warriors,124,Los Angeles Clippers,134,,16741,Crypto.com Arena,
Tue Feb 14 2023,10:00p,Washington Wizards,126,Portland Trail Blazers,101,,18004,Moda Center,
Wed Feb 15 2023,7:00p,San Antonio Spurs,110,Charlotte Hornets,120,,14155,Spectrum Center,
Wed Feb 15 2023,7:00p,Chicago Bulls,113,Indiana Pacers,117,,15599,Gainbridge Fieldhouse,
Wed Feb 15 2023,7:30p,New York Knicks,122,Atlanta Hawks,101,,17771,State Farm Arena,
Wed Feb 15 2023,7:30p,Detroit Pistons,109,Boston Celtics,127,,19156,TD Garden,
Wed Feb 15 2023,7:30p,Miami Heat,105,Brooklyn Nets,116,,17963,Barclays Center,
Wed Feb 15 2023,7:30p,Cleveland Cavaliers,112,Philadelphia 76ers,118,,21134,Wells Fargo Center,
Wed Feb 15 2023,8:00p,Utah Jazz,111,Memphis Grizzlies,117,,16748,FedEx Forum,
Wed Feb 15 2023,8:00p,Houston Rockets,96,Oklahoma City Thunder,133,,14988,Paycom Center,
Wed Feb 15 2023,9:00p,Dallas Mavericks,109,Denver Nuggets,118,,19627,Ball Arena,
Wed Feb 15 2023,10:00p,New Orleans Pelicans,102,Los Angeles Lakers,120,,18997,Crypto.com Arena,
Thu Feb 16 2023,7:30p,Milwaukee Bucks,112,Chicago Bulls,100,,20308,United Center,
Thu Feb 16 2023,8:00p,Washington Wizards,114,Minnesota Timberwolves,106,,17136,Target Center,
Thu Feb 16 2023,10:00p,Los Angeles Clippers,116,Phoenix Suns,107,,17071,Footprint Center,
Thu Feb 23 2023,7:00p,Denver Nuggets,115,Cleveland Cavaliers,109,,19432,Rocket Mortgage Fieldhouse,
Thu Feb 23 2023,7:00p,Boston Celtics,142,Indiana Pacers,138,OT,16125,Gainbridge Fieldhouse,
Thu Feb 23 2023,7:00p,Detroit Pistons,106,Orlando Magic,108,,18846,Amway Center,
Thu Feb 23 2023,7:30p,Memphis Grizzlies,105,Philadelphia 76ers,110,,21205,Wells Fargo Center,
Thu Feb 23 2023,7:30p,New Orleans Pelicans,110,Toronto Raptors,115,,19800,Scotiabank Arena,
Thu Feb 23 2023,8:30p,San Antonio Spurs,116,Dallas Mavericks,142,,20287,American Airlines Center,
Thu Feb 23 2023,9:00p,Oklahoma City Thunder,119,Utah Jazz,120,OT,18206,Vivint Arena,
Thu Feb 23 2023,10:00p,Golden State Warriors,111,Los Angeles Lakers,124,,18997,Crypto.com Arena,
Thu Feb 23 2023,10:00p,Portland Trail Blazers,116,Sacramento Kings,133,,18041,Golden 1 Center,
Fri Feb 24 2023,7:00p,New York Knicks,115,Washington Wizards,109,,20476,Capital One Arena,
Fri Feb 24 2023,7:30p,Cleveland Cavaliers,119,Atlanta Hawks,136,,18065,State Farm Arena,
Fri Feb 24 2023,7:30p,Miami Heat,99,Milwaukee Bucks,128,,17676,Fiserv Forum,
Fri Feb 24 2023,8:00p,Brooklyn Nets,87,Chicago Bulls,131,,21286,United Center,
Fri Feb 24 2023,8:00p,Charlotte Hornets,121,Minnesota Timberwolves,113,,17136,Target Center,
Fri Feb 24 2023,10:00p,Houston Rockets,101,Golden State Warriors,116,,18064,Chase Center,
Fri Feb 24 2023,10:00p,Oklahoma City Thunder,115,Phoenix Suns,124,,17071,Footprint Center,
Fri Feb 24 2023,10:30p,Sacramento Kings,176,Los Angeles Clippers,175,2OT,19068,Crypto.com Arena,
Sat Feb 25 2023,12:00p,Toronto Raptors,95,Detroit Pistons,91,,20190,Little Caesars Arena,
Sat Feb 25 2023,7:00p,Miami Heat,103,Charlotte Hornets,108,,19109,Spectrum Center,
Sat Feb 25 2023,7:00p,Indiana Pacers,121,Orlando Magic,108,,19231,Amway Center,
Sat Feb 25 2023,7:30p,New Orleans Pelicans,106,New York Knicks,128,,19812,Madison Square Garden (IV),
Sat Feb 25 2023,8:00p,Denver Nuggets,94,Memphis Grizzlies,112,,18302,FedEx Forum,
Sat Feb 25 2023,8:30p,Boston Celtics,110,Philadelphia 76ers,107,,20993,Wells Fargo Center,
Sat Feb 25 2023,9:00p,San Antonio Spurs,102,Utah Jazz,118,,18206,Vivint Arena,
Sun Feb 26 2023,1:00p,Phoenix Suns,101,Milwaukee Bucks,104,,17636,Fiserv Forum,
Sun Feb 26 2023,3:00p,Brooklyn Nets,127,Atlanta Hawks,129,,16983,State Farm Arena,
Sun Feb 26 2023,3:30p,Washington Wizards,82,Chicago Bulls,102,,21106,United Center,
Sun Feb 26 2023,3:30p,Los Angeles Lakers,111,Dallas Mavericks,108,,20411,American Airlines Center,
Sun Feb 26 2023,6:00p,Toronto Raptors,93,Cleveland Cavaliers,118,,19432,Rocket Mortgage Fieldhouse,
Sun Feb 26 2023,7:00p,Sacramento Kings,124,Oklahoma City Thunder,115,,15147,Paycom Center,
Sun Feb 26 2023,7:30p,Minnesota Timberwolves,104,Golden State Warriors,109,,18064,Chase Center,
Sun Feb 26 2023,9:00p,Houston Rockets,114,Portland Trail Blazers,131,,19215,Moda Center,
Sun Feb 26 2023,10:00p,Los Angeles Clippers,124,Denver Nuggets,134,OT,19689,Ball Arena,
Mon Feb 27 2023,7:00p,Detroit Pistons,106,Charlotte Hornets,117,,14184,Spectrum Center,
Mon Feb 27 2023,7:00p,Miami Heat,101,Philadelphia 76ers,99,,20859,Wells Fargo Center,
Mon Feb 27 2023,7:30p,Boston Celtics,94,New York Knicks,109,,19812,Madison Square Garden (IV),
Mon Feb 27 2023,8:00p,Orlando Magic,101,New Orleans Pelicans,93,,16038,Smoothie King Center,
Tue Feb 28 2023,7:30p,Washington Wizards,119,Atlanta Hawks,116,,17395,State Farm Arena,
Tue Feb 28 2023,7:30p,Milwaukee Bucks,118,Brooklyn Nets,104,,17732,Barclays Center,
Tue Feb 28 2023,7:30p,Los Angeles Lakers,109,Memphis Grizzlies,121,,17794,FedEx Forum,
Tue Feb 28 2023,7:30p,Chicago Bulls,98,Toronto Raptors,104,,19800,Scotiabank Arena,
Tue Feb 28 2023,8:00p,Denver Nuggets,133,Houston Rockets,112,,15368,Toyota Center,
Tue Feb 28 2023,8:00p,Sacramento Kings,123,Oklahoma City Thunder,117,,13353,Paycom Center,
Tue Feb 28 2023,8:30p,Indiana Pacers,124,Dallas Mavericks,122,,20277,American Airlines Center,
Tue Feb 28 2023,9:00p,San Antonio Spurs,102,Utah Jazz,94,,18206,Vivint Arena,
Tue Feb 28 2023,10:00p,Portland Trail Blazers,105,Golden State Warriors,123,,18064,Chase Center,
Tue Feb 28 2023,10:00p,Minnesota Timberwolves,108,Los Angeles Clippers,101,,17022,Crypto.com Arena,
Wed Mar 1 2023,7:00p,Phoenix Suns,105,Charlotte Hornets,91,,19137,Spectrum Center,
Wed Mar 1 2023,7:00p,Chicago Bulls,117,Detroit Pistons,115,,18098,Little Caesars Arena,
Wed Mar 1 2023,7:30p,Cleveland Cavaliers,113,Boston Celtics,117,,19156,TD Garden,
Wed Mar 1 2023,7:30p,Philadelphia 76ers,119,Miami Heat,96,,19600,FTX Arena,
Wed Mar 1 2023,7:30p,Brooklyn Nets,118,New York Knicks,142,,19812,Madison Square Garden (IV),
Wed Mar 1 2023,8:00p,Memphis Grizzlies,113,Houston Rockets,99,,15919,Toyota Center,
Wed Mar 1 2023,8:00p,Orlando Magic,117,Milwaukee Bucks,139,,17354,Fiserv Forum,
Wed Mar 1 2023,8:00p,Los Angeles Lakers,123,Oklahoma City Thunder,117,,17114,Paycom Center,
Wed Mar 1 2023,10:00p,New Orleans Pelicans,121,Portland Trail Blazers,110,,18566,Moda Center,
Thu Mar 2 2023,7:00p,Toronto Raptors,108,Washington Wizards,119,,14643,Capital One Arena,
Thu Mar 2 2023,7:30p,Philadelphia 76ers,126,Dallas Mavericks,133,,20002,American Airlines Center,
Thu Mar 2 2023,8:30p,Indiana Pacers,99,San Antonio Spurs,110,,14617,AT&T Center,
Thu Mar 2 2023,10:00p,Los Angeles Clippers,91,Golden State Warriors,115,,18064,Chase Center,
Fri Mar 3 2023,7:00p,Orlando Magic,117,Charlotte Hornets,106,,16683,Spectrum Center,
Fri Mar 3 2023,7:30p,Portland Trail Blazers,111,Atlanta Hawks,129,,17521,State Farm Arena,
Fri Mar 3 2023,7:30p,Brooklyn Nets,115,Boston Celtics,105,,19156,TD Garden,
Fri Mar 3 2023,8:00p,Phoenix Suns,125,Chicago Bulls,104,,21169,United Center,
Fri Mar 3 2023,8:00p,New York Knicks,122,Miami Heat,120,,19600,FTX Arena,
Fri Mar 3 2023,8:00p,Utah Jazz,103,Oklahoma City Thunder,130,,16538,Paycom Center,
Fri Mar 3 2023,10:00p,Memphis Grizzlies,97,Denver Nuggets,113,,19641,Ball Arena,
Fri Mar 3 2023,10:00p,New Orleans Pelicans,99,Golden State Warriors,108,,18064,Chase Center,
Fri Mar 3 2023,10:00p,Los Angeles Clippers,127,Sacramento Kings,128,,18111,Golden 1 Center,
Fri Mar 3 2023,10:30p,Minnesota Timberwolves,110,Los Angeles Lakers,102,,18997,Crypto.com Arena,
Sat Mar 4 2023,5:00p,Toronto Raptors,116,Washington Wizards,109,OT,18174,Capital One Arena,
Sat Mar 4 2023,7:30p,Detroit Pistons,90,Cleveland Cavaliers,114,,19432,Rocket Mortgage Fieldhouse,
Sat Mar 4 2023,8:00p,Atlanta Hawks,109,Miami Heat,117,,19600,FTX Arena,
Sat Mar 4 2023,8:00p,Houston Rockets,122,San Antonio Spurs,110,,18354,AT&T Center,
Sat Mar 4 2023,8:30p,Philadelphia 76ers,133,Milwaukee Bucks,130,,18100,Fiserv Forum,
Sat Mar 4 2023,10:00p,Minnesota Timberwolves,138,Sacramento Kings,134,,18111,Golden 1 Center,
Sun Mar 5 2023,1:00p,Phoenix Suns,130,Dallas Mavericks,126,,20311,American Airlines Center,
Sun Mar 5 2023,3:30p,Indiana Pacers,125,Chicago Bulls,122,,21225,United Center,
Sun Mar 5 2023,3:30p,Golden State Warriors,105,Los Angeles Lakers,113,,18997,Crypto.com Arena,
Sun Mar 5 2023,6:00p,Charlotte Hornets,86,Brooklyn Nets,102,,17921,Barclays Center,
Sun Mar 5 2023,6:00p,Portland Trail Blazers,122,Orlando Magic,119,,18846,Amway Center,
Sun Mar 5 2023,7:00p,San Antonio Spurs,110,Houston Rockets,142,,16721,Toyota Center,
Sun Mar 5 2023,7:00p,Utah Jazz,119,Oklahoma City Thunder,129,,14778,Paycom Center,
Sun Mar 5 2023,7:30p,New York Knicks,131,Boston Celtics,129,2OT,19156,TD Garden,
Sun Mar 5 2023,7:30p,Milwaukee Bucks,117,Washington Wizards,111,,18746,Capital One Arena,
Sun Mar 5 2023,10:00p,Memphis Grizzlies,129,Los Angeles Clippers,135,,19068,Crypto.com Arena,
Mon Mar 6 2023,7:00p,Boston Celtics,114,Cleveland Cavaliers,118,OT,19432,Rocket Mortgage Fieldhouse,
Mon Mar 6 2023,7:00p,Portland Trail Blazers,110,Detroit Pistons,104,,16989,Little Caesars Arena,
Mon Mar 6 2023,7:00p,Philadelphia 76ers,147,Indiana Pacers,143,,15008,Gainbridge Fieldhouse,
Mon Mar 6 2023,7:30p,Atlanta Hawks,128,Miami Heat,130,,19600,FTX Arena,
Mon Mar 6 2023,9:00p,Toronto Raptors,113,Denver Nuggets,118,,19520,Ball Arena,
Mon Mar 6 2023,10:00p,New Orleans Pelicans,108,Sacramento Kings,123,,17708,Golden 1 Center,
Tue Mar 7 2023,7:00p,Washington Wizards,119,Detroit Pistons,117,,17855,Little Caesars Arena,
Tue Mar 7 2023,7:00p,Milwaukee Bucks,134,Orlando Magic,123,,16110,Amway Center,
Tue Mar 7 2023,7:30p,Philadelphia 76ers,117,Minnesota Timberwolves,94,,17136,Target Center,
Tue Mar 7 2023,7:30p,Charlotte Hornets,112,New York Knicks,105,,19812,Madison Square Garden (IV),
Tue Mar 7 2023,8:00p,Brooklyn Nets,118,Houston Rockets,96,,14833,Toyota Center,
Tue Mar 7 2023,8:00p,Golden State Warriors,128,Oklahoma City Thunder,137,,16142,Paycom Center,
Tue Mar 7 2023,8:30p,Utah Jazz,116,Dallas Mavericks,120,,20277,American Airlines Center,
Tue Mar 7 2023,10:00p,Memphis Grizzlies,103,Los Angeles Lakers,112,,18997,Crypto.com Arena,
Wed Mar 8 2023,7:00p,Atlanta Hawks,122,Washington Wizards,120,,15087,Capital One Arena,
Wed Mar 8 2023,7:30p,Portland Trail Blazers,93,Boston Celtics,115,,19156,TD Garden,
Wed Mar 8 2023,7:30p,Cleveland Cavaliers,104,Miami Heat,100,,19600,FTX Arena,
Wed Mar 8 2023,7:30p,Dallas Mavericks,106,New Orleans Pelicans,113,,17473,Smoothie King Center,
Wed Mar 8 2023,9:00p,Chicago Bulls,117,Denver Nuggets,96,,19896,Ball Arena,
Wed Mar 8 2023,9:00p,Oklahoma City Thunder,101,Phoenix Suns,132,,17071,Footprint Center,
Wed Mar 8 2023,10:00p,Toronto Raptors,100,Los Angeles Clippers,108,,17397,Crypto.com Arena,
Thu Mar 9 2023,7:00p,Charlotte Hornets,113,Detroit Pistons,103,,17121,Little Caesars Arena,
Thu Mar 9 2023,7:00p,Houston Rockets,125,Indiana Pacers,134,OT,16027,Gainbridge Fieldhouse,
Thu Mar 9 2023,7:00p,Utah Jazz,131,Orlando Magic,124,,16552,Amway Center,
Thu Mar 9 2023,7:30p,Golden State Warriors,110,Memphis Grizzlies,131,,17794,FedEx Forum,
Thu Mar 9 2023,8:00p,Brooklyn Nets,113,Milwaukee Bucks,118,,17341,Fiserv Forum,
Thu Mar 9 2023,10:00p,New York Knicks,117,Sacramento Kings,122,,18068,Golden 1 Center,
Fri Mar 10 2023,7:00p,Portland Trail Blazers,119,Philadelphia 76ers,120,,21001,Wells Fargo Center,
Fri Mar 10 2023,7:00p,Atlanta Hawks,114,Washington Wizards,107,,18161,Capital One Arena,
Fri Mar 10 2023,8:00p,Cleveland Cavaliers,115,Miami Heat,119,,19757,FTX Arena,
Fri Mar 10 2023,8:00p,Brooklyn Nets,124,Minnesota Timberwolves,123,OT,17136,Target Center,
Fri Mar 10 2023,8:00p,Denver Nuggets,120,San Antonio Spurs,128,,18354,AT&T Center,
Fri Mar 10 2023,10:30p,Toronto Raptors,112,Los Angeles Lakers,122,,18322,Crypto.com Arena,
Sat Mar 11 2023,4:00p,New York Knicks,95,Los Angeles Clippers,106,,19068,Crypto.com Arena,
Sat Mar 11 2023,7:00p,Utah Jazz,119,Charlotte Hornets,111,,17221,Spectrum Center,
Sat Mar 11 2023,7:00p,Indiana Pacers,121,Detroit Pistons,115,,20190,Little Caesars Arena,
Sat Mar 11 2023,7:00p,Miami Heat,114,Orlando Magic,126,OT,17347,Amway Center,
Sat Mar 11 2023,7:30p,Boston Celtics,134,Atlanta Hawks,125,,17884,State Farm Arena,
Sat Mar 11 2023,8:00p,Chicago Bulls,119,Houston Rockets,111,,18055,Toyota Center,
Sat Mar 11 2023,8:00p,Dallas Mavericks,108,Memphis Grizzlies,112,,17794,FedEx Forum,
Sat Mar 11 2023,8:30p,Milwaukee Bucks,116,Golden State Warriors,125,OT,18064,Chase Center,
Sat Mar 11 2023,8:30p,Oklahoma City Thunder,110,New Orleans Pelicans,96,,17606,Smoothie King Center,
Sat Mar 11 2023,9:00p,Sacramento Kings,128,Phoenix Suns,119,,17071,Footprint Center,
Sun Mar 12 2023,3:30p,Brooklyn Nets,122,Denver Nuggets,120,,19739,Ball Arena,
Sun Mar 12 2023,5:00p,Cleveland Cavaliers,114,Charlotte Hornets,108,,17342,Spectrum Center,
Sun Mar 12 2023,6:00p,Washington Wizards,93,Philadelphia 76ers,112,,21220,Wells Fargo Center,
Sun Mar 12 2023,7:00p,Portland Trail Blazers,110,New Orleans Pelicans,127,,16676,Smoothie King Center,
Sun Mar 12 2023,7:00p,Oklahoma City Thunder,102,San Antonio Spurs,90,,17314,AT&T Center,
Sun Mar 12 2023,9:00p,New York Knicks,112,Los Angeles Lakers,108,,18997,Crypto.com Arena,
Mon Mar 13 2023,7:00p,Indiana Pacers,97,Detroit Pistons,117,,18313,Little Caesars Arena,
Mon Mar 13 2023,7:30p,Minnesota Timberwolves,136,Atlanta Hawks,115,,17799,State Farm Arena,
Mon Mar 13 2023,7:30p,Memphis Grizzlies,104,Dallas Mavericks,88,,20303,American Airlines Center,
Mon Mar 13 2023,7:30p,Utah Jazz,115,Miami Heat,119,,19721,FTX Arena,
Mon Mar 13 2023,8:00p,Boston Celtics,109,Houston Rockets,111,,18055,Toyota Center,
Mon Mar 13 2023,10:00p,Phoenix Suns,112,Golden State Warriors,123,,18064,Chase Center,
Mon Mar 13 2023,10:00p,Milwaukee Bucks,133,Sacramento Kings,124,,18111,Golden 1 Center,
Tue Mar 14 2023,7:00p,Cleveland Cavaliers,120,Charlotte Hornets,104,,14690,Spectrum Center,
Tue Mar 14 2023,7:00p,Detroit Pistons,97,Washington Wizards,117,,15279,Capital One Arena,
Tue Mar 14 2023,7:30p,Denver Nuggets,110,Toronto Raptors,125,,19800,Scotiabank Arena,
Tue Mar 14 2023,8:00p,Los Angeles Lakers,123,New Orleans Pelicans,108,,18625,Smoothie King Center,
Tue Mar 14 2023,8:00p,Brooklyn Nets,107,Oklahoma City Thunder,121,,16976,Paycom Center,
Tue Mar 14 2023,8:00p,Orlando Magic,114,San Antonio Spurs,132,,13708,AT&T Center,
Tue Mar 14 2023,10:00p,Milwaukee Bucks,116,Phoenix Suns,104,,17071,Footprint Center,
Tue Mar 14 2023,10:00p,New York Knicks,123,Portland Trail Blazers,107,,19488,Moda Center,
Wed Mar 15 2023,7:30p,Philadelphia 76ers,118,Cleveland Cavaliers,109,,19432,Rocket Mortgage Fieldhouse,
